"","gene_ID","gene_symbol","annotation_ID","primary_FBgn"
"558","34080","CG18591","CG18591","FBgn0261790"
"559","40781","snRNP2","CG1249","FBgn0261789"
"560","38863","Ank2","CG34416","FBgn0261788"
"561","35325","CG2478","CG2478","FBgn0261787"
"562","37723","CG5360","CG5360","FBgn0261786"
"563","39720","CG6151","CG6151","FBgn0261722"
"564","31976","CG17255","CG17255","FBgn0261710"
"565","5740325","CG34363","CG34363","FBgn0261698"
"566","33866","tectonic","CG9227","FBgn0261683"
"567","39453","CG17667","CG17667","FBgn0261674"
"568","36396","nemy","CG8772","FBgn0261673"
"569","36395","CG8776","CG8776","FBgn0261673"
"570","35030","CG4841","CG4841","FBgn0261671"
"571","42148","tinc","CG31247","FBgn0261649"
"572","318644","CG31246","CG31246","FBgn0261649"
"573","34569","salm","CG6464","FBgn0261648"
"574","33419","CG4272","CG4272","FBgn0261647"
"575","40785","CG31367","CG31367","FBgn0261641"
"576","326252","CG33097","CG33097","FBgn0261641"
"577","53567","larp","CG14066","FBgn0261618"
"578","43856","nej","CG15319","FBgn0261617"
"579","36609","Oaz","CG17390","FBgn0261613"
"580","36806","Cng","CG7779","FBgn0261612"
"581","44783","RpL37A","CG5827","FBgn0261608"
"582","33654","RpL27A","CG15442","FBgn0261606"
"583","44251","RpL8","CG1263","FBgn0261602"
"584","41200","RpS29","CG8495","FBgn0261599"
"585","35098","RpS26","CG10305","FBgn0261597"
"586","37589","RpS24","CG3751","FBgn0261596"
"587","32953","RpS10b","CG14206","FBgn0261593"
"588","31700","RpS6","CG10944","FBgn0261592"
"589","35813","pdm3","CG11641","FBgn0261588"
"590","40191","fat2","CG7749","FBgn0261574"
"591","32941","CoRest","CG33525","FBgn0261573"
"592","32754","CG42270","CG42270","FBgn0261570"
"593","39890","CG11915","CG11915","FBgn0261565"
"594","37643","CG30190","CG30190","FBgn0261564"
"595","37643","CG30190","CG30193","FBgn0261564"
"596","246512","CG30193","CG30193","FBgn0261564"
"597","43946","wb","CG15288","FBgn0261563"
"598","2769000","CG13923","CG13923","FBgn0261562"
"599","2768999","CG12022","CG12022","FBgn0261562"
"600","40722","CG10999","CG10999","FBgn0261561"
"601","318798","CG31554","CG31554","FBgn0261561"
"602","33569","Thor","CG8846","FBgn0261560"
"603","40205","CG42348","CG42348","FBgn0261556"
"604","326201","CG32223","CG32223","FBgn0261556"
"605","39111","CG32048","CG32048","FBgn0261555"
"606","37433","CG30387","CG30387","FBgn0261554"
"607","5740845","CG34240","CG34240","FBgn0261553"
"608","39268","CG18490","CG18490","FBgn0261553"
"609","44258","ps","CG16765","FBgn0261552"
"610","42412","CG5077","CG5077","FBgn0261550"
"611","31826","rdgA","CG34344","FBgn0261549"
"612","31136","CG14801","CG14801","FBgn0261548"
"613","39901","Exn","CG3799","FBgn0261547"
"614","36403","CG12488","CG12488","FBgn0261545"
"615","34839","CG7516","CG7516","FBgn0261535"
"616","34838","CG7532","CG7532","FBgn0261534"
"617","42171","cdm","CG7212","FBgn0261532"
"618","44259","nbs","CG6754","FBgn0261530"
"619","34833","CG15287","CG15287","FBgn0261529"
"620","38558","spz2","CG32244","FBgn0261526"
"621","32257","lic","CG12244","FBgn0261524"
"622","318930","nimA","CG42282","FBgn0261514"
"623","43740","l(3)s1921","CG2245","FBgn0261479"
"624","37121","slim","CG5186","FBgn0261477"
"625","32898","RhoGAP18B","CG42274","FBgn0261461"
"626","45233","capt","CG33979","FBgn0261458"
"627","37247","hpo","CG11228","FBgn0261456"
"628","30972","CG13377","CG13377","FBgn0261446"
"629","38760","sgl","CG10072","FBgn0261445"
"630","31071","CG3638","CG3638","FBgn0261444"
"631","37228","Scs-fp","CG17246","FBgn0261439"
"632","40528","CG18143","CG18143","FBgn0261436"
"633","40549","hkb","CG9768","FBgn0261434"
"634","35486","sxc","CG10392","FBgn0261403"
"635","39983","Ir75c","CG14586","FBgn0261401"
"636","35680","didum","CG2146","FBgn0261397"
"637","35176","Rpn3","CG10484","FBgn0261396"
"638","43679","Prosalpha3T","CG1736","FBgn0261395"
"639","37378","Pros29","CG9327","FBgn0261394"
"640","40905","alpha-Est5","CG1089","FBgn0261393"
"641","3355134","CG17528","CG17528","FBgn0261387"
"642","35696","scra","CG2092","FBgn0261385"
"643","31496","CG3125","CG3125","FBgn0261383"
"644","41293","mRpL37","CG6547","FBgn0261380"
"645","44513","CG42640","CG2952","FBgn0261363"
"646","8674019","mtTFB1","CG7319","FBgn0261353"
"647","43088","ymp","CG12250","FBgn0261287"
"648","41973","Mat89Ba","CG12785","FBgn0261286"
"649","42295","Ppcs","CG5629","FBgn0261285"
"650","31644","bou","CG14430","FBgn0261284"
"651","40155","HLH106","CG8522","FBgn0261283"
"652","42632","lqfR","CG42250","FBgn0261279"
"653","34993","grp","CG17161","FBgn0261278"
"654","32056","rtv","CG1397","FBgn0261277"
"655","36578","opa1-like","CG8479","FBgn0261276"
"656","38500","Ero1L","CG1333","FBgn0261274"
"657","36587","SelD","CG8553","FBgn0261270"
"658","34896","cul-3","CG11861","FBgn0261268"
"659","34609","zuc","CG12314","FBgn0261266"
"660","42269","CG42613","CG31149","FBgn0261262"
"661","40704","plx","CG1093","FBgn0261261"
"662","8674055","CG42611","CG34339","FBgn0261260"
"663","8674055","CG42611","CG34352","FBgn0261260"
"664","40368","rgn","CG6014","FBgn0261258"
"665","32343","inaE","CG33174","FBgn0261244"
"666","38175","Psa","CG1009","FBgn0261243"
"667","41107","Vps16A","CG8454","FBgn0261241"
"668","35398","Hr39","CG8676","FBgn0261239"
"669","40850","Alh","CG1070","FBgn0261238"
"670","37123","Prp19","CG5519","FBgn0261119"
"671","42267","Xrp1","CG17836","FBgn0261113"
"672","39688","mrn","CG7764","FBgn0261109"
"673","40998","Atg13","CG7331","FBgn0261108"
"674","39630","Sytbeta","CG42333","FBgn0261090"
"675","40544","Syt14","CG9778","FBgn0261086"
"676","32290","Syt12","CG10617","FBgn0261085"
"677","35003","LSm7","CG13277","FBgn0261068"
"678","37413","LSm1","CG4279","FBgn0261067"
"679","42240","Cpsf73","CG7698","FBgn0261065"
"680","34110","Rbsn-5","CG8506","FBgn0261064"
"681","41153","Vps45","CG8228","FBgn0261049"
"682","42103","Dscam3","CG31190","FBgn0261046"
"683","36526","stj","CG12295","FBgn0261041"
"684","34134","wol","CG7870","FBgn0261020"
"685","59260","tatl","CG42350","FBgn0261019"
"686","8674049","Pif1A","CG33719","FBgn0261015"
"687","36040","TER94","CG2331","FBgn0261014"
"688","40682","asl","CG2919","FBgn0261004"
"689","35649","Incenp","CG12165","FBgn0260991"
"690","43508","yata","CG1973","FBgn0260990"
"691","3354896","vtd","CG17436","FBgn0260987"
"692","31104","mei-38","CG14781","FBgn0260986"
"693","38492","RfC4","CG14999","FBgn0260985"
"694","35931","alc","CG8057","FBgn0260972"
"695","3346192","Vmat","CG33528","FBgn0260964"
"696","41611","pic","CG7769","FBgn0260962"
"697","39860","Baldspot","CG3971","FBgn0260960"
"698","36272","MCPH1","CG8981","FBgn0260959"
"699","39454","Atg1","CG10967","FBgn0260945"
"700","41294","Rbp1","CG17136","FBgn0260944"
"701","39919","Rbp6","CG32169","FBgn0260943"
"702","42657","bond","CG6921","FBgn0260942"
"703","39399","app","CG42318","FBgn0260941"
"704","32547","tay","CG9056","FBgn0260938"
"705","38648","Usp36","CG5505","FBgn0260936"
"706","41096","ird1","CG9746","FBgn0260935"
"707","2768852","par-1","CG8201","FBgn0260934"
"708","36269","cuff","CG13190","FBgn0260932"
"709","40157","Ir76a","CG8533","FBgn0260874"
"710","37575","dnr1","CG12489","FBgn0260866"
"711","38085","Vti1","CG3279","FBgn0260862"
"712","34197","Trs23","CG9298","FBgn0260861"
"713","43590","Bet5","CG1359","FBgn0260860"
"714","31706","Ykt6","CG1515","FBgn0260858"
"715","40094","Bet1","CG14084","FBgn0260857"
"716","38614","membrin","CG4780","FBgn0260856"
"717","31030","Sec22","CG7359","FBgn0260855"
"718","33530","gkt","CG8825","FBgn0260817"
"719","32126","inaF-D","CG2457","FBgn0260812"
"720","3355143","p120ctn","CG17484","FBgn0260799"
"721","3355013","Gprk1","CG40129","FBgn0260798"
"722","39255","CG42575","CG7628","FBgn0260795"
"723","40596","CG42574","CG17735","FBgn0260794"
"724","31869","mxc","CG12124","FBgn0260789"
"725","32152","wisp","CG15737","FBgn0260780"
"726","42283","gatA","CG6007","FBgn0260779"
"727","37869","DnaJ-60","CG12240","FBgn0260775"
"728","44900","CG42569","CG12058","FBgn0260771"
"729","37598","CG42565","CG13512","FBgn0260768"
"730","246505","CG42559","CG30182","FBgn0260762"
"731","8674024","CG42558","CG7866","FBgn0260759"
"732","43548","CG42557","CG7866","FBgn0260759"
"733","326168","CG31873","CG31873","FBgn0260750"
"734","34377","Utx","CG5640","FBgn0260749"
"735","32701","CG5010","CG5010","FBgn0260747"
"736","41457","Ect3","CG3132","FBgn0260746"
"737","41455","mfas","CG3359","FBgn0260745"
"738","41450","Tango9","CG10007","FBgn0260744"
"739","41448","CG18347","CG18347","FBgn0260743"
"740","41447","CG12213","CG12213","FBgn0260742"
"741","41445","CG3281","CG3281","FBgn0260741"
"742","38769","mp","CG33171","FBgn0260660"
"743","8674000","CG42542","CG4196","FBgn0260659"
"744","31344","CG42541","CG32776","FBgn0260658"
"745","38562","CG42540","CG32245","FBgn0260657"
"746","40150","serp","CG32209","FBgn0260653"
"747","40835","Antp","CG1028","FBgn0260642"
"748","33501","gammaTub23C","CG3157","FBgn0260639"
"749","39753","th","CG12284","FBgn0260635"
"750","42819","eIF4G2","CG10192","FBgn0260634"
"751","35047","dl","CG6667","FBgn0260632"
"752","318211","CG32789","CG32789","FBgn0260484"
"753","317962","CG32295","CG32295","FBgn0260480"
"754","319016","CG31904","CG31904","FBgn0260479"
"755","37454","CG30283","CG30283","FBgn0260477"
"756","246425","CG30059","CG30059","FBgn0260475"
"757","246384","CG30002","CG30002","FBgn0260474"
"758","53471","SP555","CG14041","FBgn0260470"
"759","43579","CG7950","CG7950","FBgn0260468"
"760","42617","CG7071","CG7071","FBgn0260467"
"761","3772456","Indy-2","CG33933","FBgn0260466"
"762","41689","CG9288","CG9288","FBgn0260464"
"763","41178","unc-115","CG31332","FBgn0260463"
"764","40628","CG12163","CG12163","FBgn0260462"
"765","40126","Rcd7","CG14098","FBgn0260461"
"766","3771920","PGRP-LD","CG33717","FBgn0260458"
"767","37948","CG4806","CG4806","FBgn0260456"
"768","3772138","IM18","CG10332","FBgn0260455"
"769","34497","CG17139","CG17139","FBgn0260454"
"770","34497","CG17139","CG17140","FBgn0260453"
"771","4379885","CG14042","CG14042","FBgn0260451"
"772","32597","CalpC","CG3692","FBgn0260450"
"773","41552","CG18616","CG18616","FBgn0260444"
"774","38978","rhea","CG6831","FBgn0260442"
"775","39480","RpS12","CG11271","FBgn0260441"
"776","2768940","Pp2A-29B","CG17291","FBgn0260439"
"777","49077","CSN8","CG13383","FBgn0260439"
"778","318977","mRpS23","CG31842","FBgn0260407"
"779","31000","elav","CG4262","FBgn0260400"
"780","45969","gwl","CG7719","FBgn0260399"
"781","35787","Pbp49","CG11508","FBgn0260398"
"782","40217","Su(var)3-3","CG17149","FBgn0260397"
"783","37079","MED9","CG5134","FBgn0260392"
"784","8674108","CG42514","CG32158","FBgn0260388"
"785","40970","mtg","CG7549","FBgn0260386"
"786","41073","E(var)3-9","CG11971","FBgn0260243"
"787","39505","flr","CG10724","FBgn0260049"
"788","36286","pds5","CG17509","FBgn0260012"
"789","34824","nimC4","CG16876","FBgn0260011"
"790","5740185","Ucrh","CG41623","FBgn0260008"
"791","318102","drd","CG33968","FBgn0260006"
"792","40931","wtrw","CG31284","FBgn0260005"
"793","42514","Snmp","CG7000","FBgn0260004"
"794","42327","Dys","CG34157","FBgn0260003"
"795","35409","CG17571","CG17571","FBgn0259998"
"796","8674066","CG42492","CG42492","FBgn0259994"
"797","50442","CG14933","CG42486","FBgn0259989"
"798","36285","CG8889","CG8889","FBgn0259985"
"799","34772","kuz","CG7147","FBgn0259984"
"800","35507","CG17337","CG17337","FBgn0259979"
"801","46078","vlc","CG8390","FBgn0259978"
"802","35573","Tdc1","CG30445","FBgn0259977"
"803","44669","cwo","CG17100","FBgn0259938"
"804","37873","Nop60B","CG3333","FBgn0259937"
"805","2768945","CG42458","CG42458","FBgn0259935"
"806","38411","CG12016","CG42456","FBgn0259933"
"807","39175","Ard1","CG42455","FBgn0259932"
"808","32874","CG42450","CG42450","FBgn0259927"
"809","31486","CG42449","CG42449","FBgn0259926"
"810","32646","4-Sep","CG9699","FBgn0259923"
"811","41985","CG42446","CG42446","FBgn0259917"
"812","34816","nimC1","CG8942","FBgn0259896"
"813","2768836","Fs","CG33466","FBgn0259878"
"814","36440","Cap-G","CG34438","FBgn0259876"
"815","32926","out","CG8062","FBgn0259834"
"816","5740636","CG34309","CG34309","FBgn0259831"
"817","39747","Hip14","CG6017","FBgn0259824"
"818","41842","CG42404","CG42404","FBgn0259823"
"819","34557","Ca-beta","CG42403","FBgn0259822"
"820","33176","CG42399","CG42399","FBgn0259818"
"821","36847","loopin-1","CG4750","FBgn0259795"
"822","39885","sinah","CG13030","FBgn0259794"
"823","40031","bora","CG6897","FBgn0259791"
"824","32994","vfl","CG12701","FBgn0259789"
"825","40351","pzg","CG7752","FBgn0259785"
"826","33903","mmy","CG9535","FBgn0259749"
"827","44653","wech","CG42396","FBgn0259745"
"828","37937","CG42360","CG42360","FBgn0259742"
"829","42600","CG42390","CG42390","FBgn0259736"
"830","34987","CG42389","CG42389","FBgn0259735"
"831","37897","CG42383","CG42383","FBgn0259729"
"832","35938","CG42382","CG42382","FBgn0259728"
"833","37470","CG9865","CG42381","FBgn0259727"
"834","37470","CG9865","CG42380","FBgn0259726"
"835","37470","CG9865","CG42379","FBgn0259725"
"836","30973","cin","CG42376","FBgn0259722"
"837","41689","CG9288","CG42375","FBgn0259721"
"838","40096","CG9666","CG42374","FBgn0259720"
"839","246457","CG30100","CG42372","FBgn0259718"
"840","50188","CG15386","CG42371","FBgn0259717"
"841","33894","CG42369","CG42369","FBgn0259715"
"842","33893","CG42370","CG42368","FBgn0259714"
"843","37469","CG42365","CG42365","FBgn0259711"
"844","42299","CG42359","CG42359","FBgn0259705"
"845","7354421","CG42358","CG42358","FBgn0259704"
"846","32576","CG42353","CG42354","FBgn0259700"
"847","7354437","CG42354","CG42354","FBgn0259700"
"848","32576","CG42353","CG42353","FBgn0259699"
"849","42896","crb","CG6383","FBgn0259685"
"850","37164","CG42351","CG42351","FBgn0259682"
"851","32191","Pkcdelta","CG42349","FBgn0259680"
"852","36002","CG42347","CG42347","FBgn0259678"
"853","3355160","CG42346","CG42346","FBgn0259677"
"854","44915","DNApol-alpha60","CG5553","FBgn0259676"
"855","35576","Mob4","CG3403","FBgn0259483"
"856","34372","Mob3","CG4946","FBgn0259482"
"857","39293","Mob2","CG11711","FBgn0259481"
"858","35494","CG42345","CG42345","FBgn0259247"
"859","35977","brp","CG42344","FBgn0259246"
"860","33125","CG42343","CG42343","FBgn0259245"
"861","40305","Pka-R1","CG42341","FBgn0259243"
"862","32033","CG42339","CG42339","FBgn0259241"
"863","40335","CG42337","CG42337","FBgn0259239"
"864","36205","CG42336","CG42336","FBgn0259238"
"865","39696","comm3","CG42334","FBgn0259236"
"866","35974","Camta","CG42332","FBgn0259234"
"867","42948","CG42331","CG42331","FBgn0259233"
"868","32860","CCKLR-17D1","CG42301","FBgn0259231"
"869","31618","C3G","CG42328","FBgn0259228"
"870","41401","CG42327","CG42327","FBgn0259227"
"871","35838","CG42326","CG42326","FBgn0259226"
"872","38430","CG42324","CG42324","FBgn0259224"
"873","32825","CG42323","CG42323","FBgn0259223"
"874","42455","CG42322","CG42322","FBgn0259222"
"875","36488","CG42321","CG42321","FBgn0259221"
"876","36473","CG42319","CG42319","FBgn0259219"
"877","43781","RhoGAP102A","CG42316","FBgn0259216"
"878","42471","Ir93a","CG42315","FBgn0259215"
"879","43787","PMCA","CG42314","FBgn0259214"
"880","3346206","CG42313","CG42313","FBgn0259213"
"881","40620","cno","CG42312","FBgn0259212"
"882","37038","grh","CG42311","FBgn0259211"
"883","246493","prom","CG42310","FBgn0259210"
"884","37853","Mlp60A","CG42309","FBgn0259209"
"885","50395","CG32736","CG42308","FBgn0259204"
"886","38809","mus312","CG42307","FBgn0259203"
"887","37148","Gint3","CG42306","FBgn0259202"
"888","50467","CG17325","CG42305","FBgn0259201"
"889","38332","CG42304","CG42304","FBgn0259200"
"890","38332","CG42304","CG42303","FBgn0259199"
"891","32487","CG42299","CG42299","FBgn0259195"
"892","36559","CG42288","CG42288","FBgn0259184"
"893","37621","CG42284","CG42284","FBgn0259179"
"894","326119","5PtaseI","CG42283","FBgn0259178"
"895","34665","bun","CG42281","FBgn0259176"
"896","44297","ome","CG42280","FBgn0259175"
"897","39958","Nedd4","CG42279","FBgn0259174"
"898","38786","corn","CG42278","FBgn0259173"
"899","31957","alpha-Man-I","CG42275","FBgn0259170"
"900","32771","mnb","CG42273","FBgn0259168"
"901","318020","CG42272","CG42272","FBgn0259167"
"902","2768892","CG42271","CG42271","FBgn0259166"
"903","38689","CG42269","CG42269","FBgn0259164"
"904","39145","CG42268","CG42268","FBgn0259163"
"905","32196","CG42258","CG42258","FBgn0259143"
"906","41431","glo","CG6946","FBgn0259139"
"907","42553","DNApol-alpha180","CG6349","FBgn0259113"
"908","34005","Ndae1","CG42253","FBgn0259111"
"909","32561","mmd","CG42252","FBgn0259110"
"910","5740544","futsch","CG34387","FBgn0259108"
"911","32043","CG42249","CG42249","FBgn0259101"
"912","39617","CG42247","CG42247","FBgn0259099"
"913","38327","MEP-1","CG42245","FBgn0250911"
"914","3885573","Octbeta3R","CG42244","FBgn0250910"
"915","3355116","Cht3","CG18140","FBgn0250907"
"916","33461","Pgk","CG3127","FBgn0250906"
"917","31472","CG34434","CG34434","FBgn0250904"
"918","44128","CG34441","CG34440","FBgn0250903"
"919","37066","Sema-5c","CG5661","FBgn0250876"
"920","31266","ttm50","CG2713","FBgn0250874"
"921","32154","pot","CG2467","FBgn0250871"
"922","36992","Rab4","CG42239","FBgn0250868"
"923","32261","CG42237","CG42237","FBgn0250862"
"924","3885654","CG33981","CG33981","FBgn0250851"
"925","37335","rig","CG30149","FBgn0250850"
"926","192611","CG32388","CG32388","FBgn0250849"
"927","39547","26-29-p","CG8947","FBgn0250848"
"928","33751","CG14034","CG14034","FBgn0250847"
"929","40807","glob2","CG15180","FBgn0250846"
"930","40865","CG1288","CG1288","FBgn0250845"
"931","34848","CG4218","CG4218","FBgn0250844"
"932","34359","Pros35","CG4904","FBgn0250843"
"933","36414","CG17575","CG17575","FBgn0250842"
"934","36091","CG12907","CG12907","FBgn0250840"
"935","40612","CG2016","CG2016","FBgn0250839"
"936","246602","CG30415","CG30415","FBgn0250838"
"937","34529","dUTPase","CG4584","FBgn0250837"
"938","38783","CG8628","CG8628","FBgn0250836"
"939","33446","CG15394","CG15394","FBgn0250835"
"940","2768925","HDC02577","CG33308","FBgn0250834"
"941","2768691","Dup99B","CG33495","FBgn0250832"
"942","5740782","whip","CG34218","FBgn0250827"
"943","5740175","CG34160","CG34160","FBgn0250826"
"944","5740575","CG34241","CG34241","FBgn0250825"
"945","49701","gish","CG6963","FBgn0250823"
"946","5740154","CG34222","CG34222","FBgn0250822"
"947","40536","CG14644","CG14644","FBgn0250821"
"948","42510","CG5802","CG5802","FBgn0250820"
"949","3346141","CG33521","CG33521","FBgn0250819"
"950","3355150","AGO3","CG40300","FBgn0250816"
"951","38682","Jon65Aiv","CG6467","FBgn0250815"
"952","39846","CG4169","CG4169","FBgn0250814"
"953","40233","Snap","CG6625","FBgn0250791"
"954","38231","alpha-Spec","CG1977","FBgn0250789"
"955","32746","beta-Spec","CG5870","FBgn0250788"
"956","33505","Chd1","CG3733","FBgn0250786"
"957","35343","vari","CG9326","FBgn0250785"
"958","43136","CG42235","CG42235","FBgn0250757"
"959","43754","CG42233","CG42233","FBgn0250755"
"960","40680","exba","CG2922","FBgn0250753"
"961","40639","Prosbeta7","CG12000","FBgn0250746"
"962","40858","gfzf","CG33546","FBgn0250732"
"963","43212","Tb","CG5480","FBgn0243586"
"964","37521","Vrp1","CG13503","FBgn0243516"
"965","40958","puc","CG7850","FBgn0243512"
"966","42389","psidin","CG4845","FBgn0243511"
"967","35077","rdo","CG15151","FBgn0243486"
"968","34974","chif","CG42231","FBgn0087041"
"969","39130","alphaTub67C","CG8308","FBgn0087040"
"970","38934","Sbp2","CG7066","FBgn0087039"
